source_query_id,G,bm25_minus_qwen_ndcg_at_10,actual_winner,analysis_status
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1342,-0.08833333333333326,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::137,-0.6216666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1375,0.10833333333333339,-0.2513238704813261,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1378,0.5083333333333333,0.16812753627111746,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1395,0.19500000000000006,-0.14606834984270645,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::143,-0.05833333333333335,-0.2640681225725909,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1454,0.8666666666666667,-0.13120507751234178,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1455,-0.33666666666666667,-0.23463936301137822,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1465,-0.6916666666666667,-0.24630238874073,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1476,-0.6283333333333333,-0.3065735963827292,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1479,-0.1316666666666667,-0.10699313236726378,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1482,0.66,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1502,-0.008333333333333304,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1504,-0.7416666666666667,0.38685280723454163,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1510,0.04999999999999999,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1515,0.4983333333333334,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1523,0.2416666666666667,-0.6131471927654584,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1546,0.7300000000000001,-0.2640681225725909,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1562,-0.06166666666666665,-0.46927872602275644,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1586,-0.018333333333333313,0.08027921085181244,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1591,-0.30000000000000004,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1599,-0.295,-0.2960819109658652,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1605,0.013333333333333308,-0.2640681225725909,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1608,0.01666666666666672,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1623,0.18333333333333335,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1634,0.3716666666666667,-0.16716045496620227,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::164,0.21166666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1644,0.30666666666666664,-0.49762625922205606,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1647,0.8983333333333333,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1655,0.59,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1663,0.7233333333333334,-0.3065735963827292,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1677,-0.45166666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1688,0.24,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::169,-0.7233333333333334,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1691,0.28,-0.5693234419266069,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1714,-0.795,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1719,0.3516666666666667,0.1681275362711175,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1722,-0.2649999999999999,0.2960819109658652,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1743,-0.38166666666666665,-0.22225038096089333,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1774,-0.26166666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1776,-0.5233333333333333,-0.15642624200758548,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1813,-0.3766666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1845,0.03166666666666673,0.6309297535714575,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1849,0.21500000000000002,-0.20210734650054757,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1867,-0.445,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1868,0.10166666666666668,-0.5413996682199069,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1871,-0.49,-0.49818925746641285,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1895,0.30833333333333335,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1931,-0.2816666666666666,-0.6131471927654584,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::194,0.405,-0.38685280723454163,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1945,-0.5016666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1948,-0.5216666666666666,-0.3065735963827292,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::196,0.45500000000000007,-0.3903800499921017,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1968,-0.33666666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1971,-0.9666666666666667,-0.13905617951077562,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1984,0.49833333333333335,-1.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1988,0.11166666666666664,-1.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::1995,0.050000000000000044,-0.7653606369886217,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2013,0.5583333333333333,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2021,0.16333333333333333,0.2960819109658652,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2028,0.3616666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2038,-0.23833333333333329,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::204,0.45333333333333337,0.13012668333070054,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2055,-0.5383333333333333,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::207,0.08666666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2070,0.18999999999999995,-1.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2090,-0.05499999999999999,-0.24025436243875947,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::21,0.2583333333333333,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2104,-0.145,0.39473975594729416,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2122,0.665,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::216,0.05833333333333335,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2160,0.26166666666666666,-0.3080351663449861,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2189,-0.11499999999999999,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2241,0.47,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2250,-0.6849999999999999,0.36907024642854247,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2262,0.2683333333333333,0.23463936301137822,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2284,-0.15500000000000003,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2290,-0.14500000000000002,-0.2960819109658652,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2303,0.555,-0.38685280723454163,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2304,0.11499999999999999,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2319,-0.3483333333333333,-0.19342640361727093,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2323,0.6383333333333333,-0.16812753627111746,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2326,0.8166666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2360,0.3433333333333334,-0.5307212739772434,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2369,0.8066666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::237,-0.35,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2381,0.2483333333333334,-0.24630238874073,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::240,-0.2816666666666666,0.3084274278260313,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::244,-0.4466666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2444,0.7066666666666667,-0.02154007475434838,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2449,0.31166666666666665,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2484,0.006666666666666682,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2497,-0.14666666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2508,-0.42333333333333334,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2510,-0.05666666666666664,1.0,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2511,-0.44833333333333336,1.0,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2536,-0.3733333333333333,0.014863272330364663,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2556,-0.6583333333333333,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2580,0.6116666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2607,-0.6383333333333334,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2620,-0.06999999999999995,0.15438371427280143,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2657,0.39666666666666667,-0.4144299250118475,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2678,0.2516666666666667,-0.13965566895827974,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2689,-0.31,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2710,0.009999999999999981,-0.6131471927654584,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2721,0.17666666666666664,-0.39564672360221187,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2766,0.033333333333333326,-0.38685280723454163,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2809,-0.645,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2813,0.2933333333333334,-0.5,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2815,0.3566666666666666,-0.13905617951077562,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2822,0.5033333333333334,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2862,-0.5483333333333333,-0.06747890804517609,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2867,0.19166666666666665,0.3903800499921017,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::287,0.09666666666666668,-0.15481493810603625,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2871,0.17833333333333334,0.46927872602275644,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2877,0.5116666666666666,-0.31446378791672025,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2880,-0.6016666666666666,-0.20210734650054757,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2907,0.3683333333333333,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2942,-0.5333333333333333,-0.39038004999210163,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2948,0.6883333333333334,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::2973,0.4116666666666666,0.16716045496620227,BM25,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::298,-0.21666666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::30,0.8333333333333334,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::3008,-0.5616666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::3044,0.5316666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::3046,-0.1266666666666667,-0.13012668333070054,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::3063,-0.32666666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::3068,0.5166666666666666,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::3082,0.245,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::3102,-0.23999999999999994,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::331,-0.09333333333333332,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::351,-0.39666666666666667,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
mteb/ClimateFEVER_test_top_250_only_w_correct-v2::375,-0.021666666666666723,0.0,Qwen,POST-HOC DIAGNOSTICS - NOT SELECTION CRITERIA
